movieId,rating_count,avg_rating,rating_std,unique_users
1,215,3.9209302325581397,0.8348591407114043,215
2,110,3.4318181818181817,0.8817134921476452,110
3,52,3.2596153846153846,1.0548226531330254,52
4,7,2.357142857142857,0.8521681032463467,7
5,49,3.0714285714285716,0.9071475440448852,49
6,102,3.946078431372549,0.8172244221533347,102
7,54,3.185185185185185,0.9775609631923282,54
8,8,2.875,1.1259916264596033,8
9,16,3.125,0.9746794344808964,16
10,132,3.496212121212121,0.8593806844280278,132
11,70,3.6714285714285713,0.9004254802862112,70
12,19,2.4210526315789473,1.2501461902817699,19
13,8,3.125,0.6408699444616557,8
14,18,3.8333333333333335,0.7071067811865476,18
15,13,3.0,1.20761472884912,13
16,82,3.926829268292683,0.8858348619181693,82
17,67,3.7761194029850746,1.1457549518851469,67
18,20,3.7,0.9090191359227175,20
19,88,2.727272727272727,1.0637957708161232,88
20,15,2.5,0.9819805060619657,15
21,89,3.49438202247191,0.8676456585288979,89
22,36,3.2222222222222223,0.8232726023485646,36
23,16,3.125,1.118033988749895,16
24,28,3.125,1.0149347725802838,28
25,76,3.625,1.1169153951844337,76
26,13,3.5,0.6123724356957942,13
27,9,3.3333333333333335,1.1989578808281798,9
28,11,4.2272727272727275,0.7862453931068965,11
29,38,4.0131578947368425,0.8259870598526934,38
30,3,3.0,1.7320508075688772,3
31,38,3.1842105263157894,0.9892739122203291,38
32,177,3.983050847457627,0.7903866737178423,177
34,128,3.65234375,1.0415739788159346,128
36,67,3.8358208955223883,0.943028887461601,67
38,4,2.125,0.8539125638299665,4
39,104,3.293269230769231,1.037197907646649,104
40,2,4.25,1.0606601717798212,2
41,15,3.7,0.6761234037828133,15
42,7,3.0,0.816496580927726,7
43,8,3.1875,0.6512350903146595,8
44,46,2.5434782608695654,1.0843640581594445,46
45,32,3.3125,0.8303710791159926,32
46,15,3.066666666666667,1.178174536346478,15
47,203,3.9753694581280787,0.9224291201153795,203
48,68,3.1470588235294117,1.0546939271988995,68
49,1,3.0,,1
50,204,4.237745098039215,0.8009211530017211,204
52,28,3.4642857142857144,0.8705954904182011,28
53,2,5.0,0.0,2
54,3,2.3333333333333335,1.5275252316519468,3
55,1,4.0,,1
57,8,3.0625,0.8634441002668987,8
58,37,4.027027027027027,0.9200388423710553,37
60,34,3.235294117647059,1.0242165824878726,34
61,6,3.75,0.8803408430829505,6
62,80,3.70625,1.0484882124495105,80
63,7,2.7142857142857144,1.14953406710222,7
64,5,2.2,0.8366600265340756,5
65,31,2.532258064516129,1.0562156019721838,31
66,9,2.5,1.118033988749895,9
68,5,3.4,1.140175425099138,5
69,20,3.775,0.8955298343497698,20
70,55,3.5090909090909093,1.0160330862345144,55
71,5,1.7,0.4472135954999579,5
72,7,3.2142857142857144,1.2863754913562,7
73,13,3.4615384615384617,0.6910601294852007,13
74,8,4.0,0.7559289460184544,8
75,5,2.2,1.0954451150103324,5
76,15,3.4,1.1982129550769702,15
77,1,4.0,,1
78,3,3.3333333333333335,0.5773502691896258,3
79,17,2.764705882352941,1.200490095997562,17
80,2,4.0,0.0,2
81,14,3.107142857142857,0.7640623068776583,14
82,8,3.875,1.4820352800890306,8
83,1,3.0,,1
85,7,3.857142857142857,1.5735915849388864,7
86,15,3.966666666666667,0.7668736780560655,15
87,7,2.5,0.957427107756338,7
88,16,3.15625,1.1792476415070754,16
89,10,3.25,0.754615428178118,10
92,8,2.625,1.0264362759428507,8
93,9,2.8333333333333335,1.0307764064044151,9
94,10,3.95,0.4972144630058766,10
95,84,3.0238095238095237,1.0146658358604672,84
96,1,3.5,,1
97,10,3.9,0.7378647873726218,10
99,2,5.0,0.0,2
100,14,2.7857142857142856,0.6992932067530679,14
101,23,3.782608695652174,1.0425720702853738,23
102,5,2.4,1.9493588689617927,5
103,3,3.0,0.0,3
104,99,3.4393939393939394,0.9930182995434679,99
105,23,3.282608695652174,0.8504823091062899,23
106,1,4.0,,1
107,26,3.326923076923077,0.9267395285872693,26
108,1,4.0,,1
110,237,4.031645569620253,0.9677263634544532,237
111,104,4.105769230769231,0.8204695462511792,104
112,46,3.5434782608695654,0.9299109094514959,46
113,3,3.3333333333333335,0.5773502691896258,3
116,5,3.9,1.02469507659596,5
117,1,3.0,,1
118,2,2.5,0.7071067811865476,2
119,2,3.0,0.0,2
121,2,4.0,0.0,2
122,16,2.65625,0.7238496621076322,16
123,4,4.375,0.9464847243000455,4
125,12,3.5833333333333335,1.2583057392117918,12
126,7,2.0,0.816496580927726,7
128,1,3.0,,1
129,1,2.0,,1
132,6,2.8333333333333335,0.752772652709081,6
135,31,2.9516129032258065,1.0275767506588613,31
137,1,3.0,,1
140,16,3.5,0.6831300510639732,16
141,86,3.494186046511628,0.8418962701457716,86
144,12,3.3333333333333335,0.8616404368553292,12
145,51,3.2450980392156863,0.8623952053415409,51
146,3,3.3333333333333335,0.5773502691896258,3
147,15,3.466666666666667,0.8549575316659774,15
148,1,5.0,,1
149,1,2.0,,1
150,201,3.845771144278607,0.8766952306036483,201
151,44,3.5454545454545454,0.9512426500536988,44
152,2,1.5,0.7071067811865476,2
153,137,2.9160583941605838,0.90458257977029,137
154,12,3.875,0.6077155435054972,12
155,6,2.4166666666666665,1.3570801990548187,6
156,3,3.3333333333333335,1.1547005383792515,3
157,11,2.8636363636363638,1.0975178606954217,11
158,62,2.806451612903226,1.1138282776292474,62
159,14,2.892857142857143,0.923591889322323,14
160,57,2.8771929824561404,1.0276564086481381,57
161,103,3.6359223300970873,0.8778152881915151,103
162,17,4.205882352941177,0.6388178420286317,17
163,66,3.5606060606060606,0.9942726429798261,66
164,14,3.3214285714285716,0.7747739833491606,14
165,144,3.5555555555555554,0.92197551488033,144
166,3,2.8333333333333335,1.2583057392117916,3
168,54,3.0833333333333335,1.298584134631631,54
169,10,2.4,0.9944289260117533,10
170,35,3.2285714285714286,0.9183013181545423,35
171,6,3.8333333333333335,0.983192080250175,6
172,53,2.6792452830188678,1.070111153566272,53
173,62,2.6693548387096775,1.0280633886301838,62
174,10,2.7,1.475729574745244,10
175,20,3.975,0.7517523388373117,20
176,13,4.3076923076923075,0.5219539227133918,13
177,8,2.75,1.1649647450214349,8
178,1,1.0,,1
179,2,1.5,0.7071067811865476,2
180,36,3.4027777777777777,0.9244260338520829,36
181,17,2.264705882352941,1.1607870048325986,17
183,2,3.5,0.7071067811865476,2
184,2,3.5,0.7071067811865476,2
185,112,3.0401785714285716,1.037882444126004,112
186,48,2.8229166666666665,1.0743111763107092,48
187,4,4.125,0.8539125638299665,4
188,12,3.4583333333333335,1.0103629710818451,12
189,1,3.0,,1
190,5,2.8,1.4832396974191326,5
191,6,2.4166666666666665,1.4288690166235205,6
193,35,2.4714285714285715,1.01418510567422,35
194,18,3.6666666666666665,1.2718675476729209,18
195,10,3.1,1.2649110640673518,10
196,45,2.6666666666666665,0.9170109546287282,45
198,28,3.25,0.927960727138337,28
199,4,4.125,0.8539125638299665,4
201,1,3.0,,1
202,1,3.0,,1
203,22,3.4318181818181817,0.7912535946725622,22
